City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,cabo san lucas,22.8909,-109.9124,24.17,56,75,5.14,MX,1730945975
294,acarau,-2.8856,-40.12,25.85,82,100,8.3,BR,1730946451
295,alice springs,-23.7,133.8833,27.75,51,62,9.77,AU,1730946453
296,montalbano jonico,40.2879,16.5788,11.59,85,44,1.73,IT,1730946454
297,haining,30.5363,120.6864,16.68,55,0,3.52,CN,1730946455
298,brejo,-3.6844,-42.7503,24.0,88,95,3.29,BR,1730946456
299,st. john's,47.5649,-52.7093,10.64,95,100,4.63,CA,1730946457
300,kapa'a,22.0752,-159.319,26.38,81,100,11.32,US,1730946458
301,vorotynets,56.0603,45.8633,-2.76,96,98,3.66,RU,1730946459
302,morehead city,34.7229,-76.726,22.02,92,100,2.68,US,1730946460
303,letlhakeng,-24.0944,25.0298,18.27,81,66,5.07,BW,1730946461
304,new norfolk,-42.7826,147.0587,17.18,28,11,2.58,AU,1730946463
305,marion,39.7684,-86.1555,13.52,83,100,6.17,US,1730946353
306,taro,-8.3862,115.28,30.06,48,60,1.13,ID,1730946465
307,kone,-21.0595,164.8658,30.88,37,0,3.1,NC,1730946466
308,minas de marcona,-15.2119,-75.1103,13.42,83,53,5.54,PE,1730946467
309,erfurt,50.9833,11.0333,5.79,87,100,2.06,DE,1730946468
310,baiao,-2.7906,-49.6717,27.57,63,100,1.81,BR,1730946469
311,atafu village,-8.5421,-172.5159,28.43,71,38,4.98,TK,1730946470
312,constantia,44.1833,28.65,1.38,43,0,2.36,RO,1730946472
313,mammoth lakes,37.6485,-118.9721,-2.59,34,52,2.39,US,1730946473
314,camocim,-2.9022,-40.8411,25.86,82,78,7.9,BR,1730946474
315,tripoli,32.8752,13.1875,20.09,69,0,4.9,LY,1730946475
316,lorengau,-2.0226,147.2712,27.75,81,100,1.14,PG,1730946476
317,san vicente,-26.6167,-54.1333,19.98,94,67,0.56,AR,1730946477
318,rakvere,59.3464,26.3558,6.59,91,100,4.42,EE,1730946478
319,sarkand,45.41,79.9186,4.01,59,100,4.54,KZ,1730946479
320,merritt,50.1123,-120.7942,4.62,75,72,1.79,CA,1730946481
321,colatina,-19.5394,-40.6306,21.2,96,28,0.9,BR,1730946482
322,vilhena,-12.7406,-60.1458,20.25,97,100,1.17,BR,1730946483
323,timaru,-44.4,171.25,21.71,63,0,1.79,NZ,1730946305
324,dalandzadgad,43.5708,104.425,8.28,30,93,1.96,MN,1730946485
325,amahai,-3.3333,128.9167,29.22,71,87,1.39,ID,1730946486
326,yankton,42.8711,-97.3973,5.62,93,0,0.0,US,1730946487
327,nemuro,43.3236,145.575,6.16,64,38,8.53,JP,1730946488
328,ati,13.2154,18.3353,25.33,21,3,6.26,TD,1730946490
329,pembroke,45.8168,-77.1162,8.43,78,100,2.28,CA,1730946491
330,ust-nera,64.5667,143.2,-25.14,97,53,1.62,RU,1730946492
331,olyokminsk,60.3736,120.4264,-8.89,89,100,1.84,RU,1730946493
332,thunder bay,48.4001,-89.3168,2.99,80,20,2.06,CA,1730946494
333,charkhi dadri,28.6,76.2667,21.82,40,0,1.95,IN,1730946495
334,taoudenni,22.6783,-3.9836,25.91,18,74,3.9,ML,1730946496
335,nebraska city,40.6767,-95.8592,9.24,96,0,2.06,US,1730946497
336,mao,39.8885,4.2658,16.31,82,0,3.6,ES,1730946499
337,sanctuary point,-35.1114,150.629,20.36,72,99,3.54,AU,1730946500
338,cam pha mines,21.0167,107.3,23.95,55,5,3.98,VN,1730946501
339,monteagudo,-19.8167,-63.9833,20.78,82,100,1.1,BO,1730946502
340,safotu,-13.4513,-172.4018,27.5,83,96,5.78,WS,1730946503
341,dame-marie,18.5667,-74.4167,26.65,82,63,1.42,HT,1730946504
342,nouadhibou,20.931,-17.0347,18.99,94,20,3.09,MR,1730946505
343,kraljevo,43.7258,20.6894,-2.0,100,0,0.51,RS,1730946506
344,nabisar,25.0685,69.6419,24.36,54,0,3.45,PK,1730946507
345,mar del plata,-38.0023,-57.5575,15.05,75,100,8.23,AR,1730946509
346,bosaso,11.2842,49.1816,25.72,79,1,2.81,SO,1730946510
347,chowchilla,37.123,-120.2602,14.82,51,0,0.0,US,1730946511
348,al bawiti,28.3492,28.8659,16.14,88,0,3.82,EG,1730946512
349,nairn,57.5809,-3.8797,14.92,85,100,1.03,GB,1730946513
350,sisimiut,66.9395,-53.6735,-10.3,77,12,4.99,GL,1730946514
351,isanlu-itedoijowa,8.2667,5.8333,23.13,57,36,1.03,NG,1730946515
352,mili,6.0815,171.735,28.46,74,61,5.84,MH,1730946517
353,mason city,43.1536,-93.201,5.76,87,0,3.09,US,1730946518
354,zhangzhou,24.5133,117.6556,21.12,50,0,1.37,CN,1730946519
355,san antonio de pale,-1.4014,5.6325,25.88,84,100,6.75,GQ,1730946520
356,yasuj,30.6682,51.588,9.75,76,0,0.0,IR,1730946521
357,carbonear,47.7332,-53.2148,10.13,97,100,5.75,CA,1730946522
358,freetown,8.484,-13.2299,25.81,78,0,0.53,SL,1730946523
359,adh dhibiyah,24.5014,45.9686,19.23,55,0,4.59,SA,1730946524
360,saudarkrokur,65.7461,-19.6394,2.35,91,100,2.29,IS,1730946525
361,kununurra,-15.7667,128.7333,37.99,39,100,2.57,AU,1730946527
362,shakawe,-18.3667,21.85,21.65,67,99,1.16,BW,1730946528
363,balqash,46.8481,74.995,-1.67,64,0,10.0,KZ,1730946529
364,hirara,24.8,125.2833,24.92,64,75,8.75,JP,1730946530
365,alo,6.5486,4.2686,25.49,82,11,1.14,NG,1730946531
366,sitka,57.0531,-135.33,4.97,89,99,0.86,US,1730946532
367,hinton,53.4001,-117.5857,-0.74,92,71,2.88,CA,1730946533
368,yashkul',46.1711,45.3435,5.03,91,100,4.64,RU,1730946534
369,purranque,-40.9167,-73.1667,7.38,65,100,1.35,CL,1730946536
370,taulaga,-11.0553,-171.0883,28.24,73,56,2.82,AS,1730946537
371,nadym,65.5333,72.5167,-17.65,99,84,1.7,RU,1730946538
372,obock,12.25,43.0833,21.72,80,38,5.28,DJ,1730946539
373,munsan,37.8594,126.785,9.57,34,0,1.19,KR,1730946540
374,kudahuvadhoo,2.6708,72.8944,28.3,74,100,3.61,MV,1730946541
375,taltal,-25.4,-70.4833,16.86,77,4,1.07,CL,1730946542
376,ingeniero guillermo n. juarez,-23.9,-61.85,25.16,76,24,3.67,AR,1730946543
377,puerto deseado,-47.7503,-65.8938,7.66,60,10,4.67,AR,1730946545
378,hanceville,34.0607,-86.7675,21.95,77,71,3.44,US,1730946546
379,broome,42.2506,-75.833,18.21,76,100,2.57,US,1730946547
380,laguna,38.421,-121.4238,17.2,33,0,2.57,US,1730946548
381,farsala,39.2947,22.3847,8.52,88,12,0.74,GR,1730946549
382,lingyuan,41.24,119.4011,8.33,41,0,2.25,CN,1730946550
383,tepalcatepec,19.1833,-102.85,25.5,73,4,1.92,MX,1730946551
384,side,36.7667,31.3885,15.67,42,0,3.6,TR,1730946552
385,apatzingan,19.0833,-102.35,26.26,65,11,1.43,MX,1730946554
386,holualoa,19.6228,-155.9522,23.47,94,4,2.08,US,1730946555
387,greenville,35.6127,-77.3663,21.18,97,0,2.06,US,1730946557
388,upper grand lagoon,30.1633,-85.7408,25.61,94,40,1.54,US,1730946558
389,leiyang,26.4024,112.8591,19.67,46,9,1.78,CN,1730946559
390,bubaque,11.2833,-15.8333,28.58,68,0,3.31,GW,1730946560
391,bodaybo,57.8506,114.1933,-9.99,91,100,0.32,RU,1730946562
392,margate,51.3813,1.3862,11.5,91,100,0.45,GB,1730946563
393,ilha de mocambique,-15.0342,40.7358,26.1,88,0,3.66,MZ,1730946564
394,murzuq,25.9155,13.9184,15.21,44,1,3.15,LY,1730946565
395,tionk essil,12.7856,-16.5217,24.75,63,0,0.6,SN,1730946566
396,al kharijah,25.4514,30.5464,16.71,52,0,3.08,EG,1730946567
397,haiku-pauwela,20.9219,-156.3051,27.01,73,20,11.18,US,1730946568
398,fort drum,44.0584,-75.7619,14.33,90,75,2.06,US,1730946569
399,katsuren-haebaru,26.3369,127.8719,24.01,64,75,5.14,JP,1730946571
400,dawson creek,55.7666,-120.2362,10.8,58,0,5.14,CA,1730946572
401,bardai,11.65,7.2333,19.22,37,0,3.76,NG,1730946573
402,stanthorpe,-28.6667,151.95,32.46,39,5,5.19,AU,1730946574
403,mwanza,-2.5167,32.9,21.73,74,87,1.88,TZ,1730946575
404,kayangel,8.0823,134.7173,28.86,76,69,4.36,PW,1730946576
405,formby,53.5536,-3.0682,11.68,92,13,6.0,GB,1730946577
406,charters towers,-20.1,146.2667,34.4,23,0,5.2,AU,1730946578
407,ouesso,1.6136,16.0517,22.02,97,100,0.19,CG,1730946580
408,pijijiapan,15.7011,-93.23,25.57,94,100,0.96,MX,1730946581
409,al bahah,20.0129,41.4677,14.55,45,4,4.02,SA,1730946582
410,copala,16.65,-98.9833,25.83,85,52,2.13,MX,1730946583
411,falkenberg,56.9055,12.4912,9.58,95,100,3.78,SE,1730946584
412,ain sukhna,29.6002,32.3167,19.53,89,31,3.23,EG,1730946585
413,malagon,39.2139,-4.0005,8.74,82,0,1.99,ES,1730946586
414,lydenburg,-25.0978,30.4597,12.9,87,99,0.73,ZA,1730946587
415,al ghayzah,16.2079,52.176,25.45,74,59,2.1,YE,1730946589
416,jawhar,2.7809,45.5005,23.71,83,51,1.98,SO,1730946590
417,llorente,11.4119,125.5458,29.42,69,36,3.64,PH,1730946591
418,concepcion,-36.827,-73.0498,13.89,77,0,4.63,CL,1730946592
419,aripuana,-9.1667,-60.6333,23.22,93,99,0.72,BR,1730946593
420,lazaro cardenas,17.9583,-102.2,26.41,78,99,1.57,MX,1730946594
421,alofi,-19.0595,-169.9187,25.94,50,64,5.66,NU,1730946595
422,yuzhno-kurilsk,44.0306,145.8556,5.48,74,100,10.56,RU,1730946596
423,udayagiri,20.1333,84.3833,20.53,85,34,0.63,IN,1730946598
424,peniche,39.3558,-9.3811,17.89,88,100,3.85,PT,1730946599
425,walvis bay,-22.9575,14.5053,13.86,82,1,2.01,NA,1730946600
426,lompoc,34.6391,-120.4579,15.23,61,0,1.54,US,1730946601
427,riversdale,18.1659,-76.9642,26.14,89,100,2.06,JM,1730946602
428,panaba,21.2833,-88.2667,23.87,96,54,2.16,MX,1730946603
429,loukhi,66.0764,33.0381,2.58,91,100,2.78,RU,1730946604
430,birendranagar,28.6019,81.6339,22.45,61,0,0.56,NP,1730946605
431,boulazac,45.1167,0.75,13.1,92,12,2.29,FR,1730946607
432,horta,38.5333,-28.6333,15.01,72,87,2.24,PT,1730946608
433,numan,9.4667,12.0333,23.64,40,0,1.31,NG,1730946609
434,virginia beach,36.8529,-75.978,22.79,83,75,4.12,US,1730946610
435,kars,40.602,43.095,-8.75,86,0,2.06,TR,1730946611
436,chadan,51.2833,91.5833,-1.91,96,100,1.46,RU,1730946612
437,bonthe,7.5264,-12.505,25.42,85,0,1.35,SL,1730946613
438,ain sefra,32.75,-0.5833,14.19,57,2,0.83,DZ,1730946614
439,akureyri,65.6835,-18.0878,1.96,93,100,6.69,IS,1730946616
440,smithers,54.7804,-127.1743,9.18,76,100,3.09,CA,1730946518
441,baruun-urt,46.6806,113.2792,-1.27,66,94,0.42,MN,1730946618
442,long beach,33.767,-118.1892,21.29,14,75,7.15,US,1730946615
443,fuglafjordur,62.244,-6.814,11.88,91,100,12.25,FO,1730946620
444,hami,42.8,93.45,11.32,35,100,4.83,CN,1730946621
445,bridlington,54.0831,-0.1919,11.68,64,97,3.13,GB,1730946622
446,miguel calmon,-11.4289,-40.595,20.24,83,23,1.85,BR,1730946623
447,sade,11.3595,10.6732,21.4,32,5,4.0,NG,1730946625
448,calheta,32.7167,-17.1833,20.4,76,96,0.89,PT,1730946626
449,zaragoza,41.6561,-0.8773,15.57,84,75,0.0,ES,1730946627
450,big bend,-26.8167,31.9333,20.05,68,100,1.54,SZ,1730946628
451,gobabis,-22.45,18.9667,20.57,26,54,2.19,NA,1730946629
452,la ronge,55.1001,-105.2842,2.14,60,40,5.14,CA,1730946630
453,cienfuegos,22.1461,-80.4356,25.08,94,100,1.03,CU,1730946631
454,undurkhaan,47.3194,110.6556,0.3,56,100,0.93,MN,1730946632
455,shakiso,5.75,38.9167,12.14,97,92,1.9,ET,1730946634
456,mariehamn,60.0973,19.9348,4.92,93,75,3.6,AX,1730946635
457,itaueira,-7.6033,-43.0256,28.0,44,44,3.56,BR,1730946636
458,san patricio,28.017,-97.5169,24.97,89,92,3.02,US,1730946637
459,hithadhoo,-0.6,73.0833,27.7,77,99,3.65,MV,1730946638
460,coaldale,49.7167,-112.6185,5.34,56,0,10.29,CA,1730946639
461,montella,40.8437,15.0179,9.78,93,14,2.14,IT,1730946640
462,dubbo,-32.25,148.6167,31.07,30,97,7.2,AU,1730946612
463,kattivakkam,13.2167,80.3167,26.05,99,31,5.44,IN,1730946642
464,la serena,-29.9078,-71.2542,13.73,94,0,4.63,CL,1730946644
465,ta`u,-14.2336,-169.5144,26.85,81,61,5.3,AS,1730946645
466,pino torinese,45.0396,7.7771,7.61,90,97,0.89,IT,1730946646
467,madang,-5.2246,145.7966,28.56,72,85,2.82,PG,1730946647
468,yunyang,33.4474,112.7142,17.35,36,74,1.1,CN,1730946648
469,namibe,-15.1961,12.1522,19.95,84,66,1.03,AO,1730946649
470,jining,35.405,116.5814,15.65,48,47,4.73,CN,1730946650
471,hickory,35.7332,-81.3412,19.24,97,0,0.0,US,1730946643
472,anna regina,7.2644,-58.5077,26.93,82,34,3.0,GY,1730946653
473,mangrol,21.1167,70.1167,27.1,48,6,3.12,IN,1730946655
474,tindouf,27.6711,-8.1474,20.25,26,0,3.09,DZ,1730946656
475,dunlop,-35.194,149.0198,26.98,46,92,2.68,AU,1730946657
476,kapoeta,4.7717,33.5903,26.38,55,54,5.84,SS,1730946658
477,naama,33.2667,-0.3167,14.21,54,0,3.36,DZ,1730946659
478,maumere,-8.6199,122.2111,30.89,64,100,1.12,ID,1730946661
479,richards bay,-28.783,32.0377,16.99,87,100,2.7,ZA,1730946662
480,son la,21.3167,103.9,20.87,64,97,1.53,VN,1730946663
481,urucurituba,-2.6833,-57.6667,26.78,59,100,0.62,BR,1730946664
482,yilan,24.757,121.753,19.38,87,99,2.52,TW,1730946665
483,acapulco de juarez,16.8634,-99.8901,27.9,83,75,2.06,MX,1730946644
484,mogocha,53.7333,119.7667,-7.29,78,100,1.29,RU,1730946667
485,puri,19.8,85.85,26.32,74,12,4.76,IN,1730946670
486,fort st. john,56.2499,-120.8529,10.94,58,40,18.01,CA,1730946671
487,oriximina,-1.7656,-55.8661,30.41,46,98,0.8,BR,1730946672
488,quemado de guines,22.7853,-80.2536,25.38,80,100,6.07,CU,1730946673
489,siquijor,9.2142,123.515,30.95,71,89,2.36,PH,1730946674
490,nabire,-3.3667,135.4833,30.85,63,78,2.77,ID,1730946675
491,charlottetown,46.2352,-63.1267,9.32,94,100,2.57,CA,1730946676
492,cockburn town,21.4612,-71.1419,27.59,76,5,10.62,TC,1730946679
493,kailua-kona,19.6406,-155.9956,25.54,93,2,0.45,US,1730946680
494,ketchikan,55.3422,-131.6461,7.99,81,0,3.09,US,1730946681
495,rongelap,11.1635,166.8941,28.41,81,100,9.03,MH,1730946682
496,carahue,-38.7,-73.1667,7.16,84,100,1.89,CL,1730946683
497,santa ana,33.7456,-117.8678,20.35,14,0,7.2,US,1730946438
498,bozdogan,37.6713,28.314,8.88,44,2,2.62,TR,1730946685
499,masterton,-40.9597,175.6575,21.3,41,95,2.71,NZ,1730946686
500,nova vicosa,-17.8919,-39.3719,22.75,90,3,2.7,BR,1730946688
501,manokwari,-0.8667,134.0833,28.64,68,100,1.22,ID,1730946689
502,chos malal,-37.3781,-70.2709,16.35,29,32,3.06,AR,1730946690
503,at taj,24.2049,23.2857,14.41,59,0,3.84,LY,1730946601
504,aswan,24.0934,32.907,19.61,39,0,2.57,EG,1730946692
505,hasaki,35.7333,140.8333,14.32,50,0,6.29,JP,1730946693
506,labrador city,52.9463,-66.9114,0.1,83,100,27.27,CA,1730946694
507,karlivka,49.4567,35.1295,3.66,95,64,3.81,UA,1730946695
508,isabela,6.7085,121.9711,29.03,66,35,1.67,PH,1730946697
509,malango,-2.9627,119.9001,27.72,64,27,1.49,ID,1730946698
510,lawas,13.764,121.0566,29.1,70,100,2.01,PH,1730946699
511,pacific grove,36.6177,-121.9166,17.06,69,0,2.68,US,1730946700
512,dunbar,38.3606,-81.7374,18.86,92,94,0.45,US,1730946701
513,isla mujeres,21.2311,-86.731,27.03,91,100,3.72,MX,1730946702
514,las heras,-46.5419,-68.9359,8.18,39,1,5.68,AR,1730946703
515,erdenet,49.0333,104.0833,1.62,47,0,1.13,MN,1730946704
516,kirensk,57.7853,108.1119,-6.26,90,71,1.16,RU,1730946706
517,lata,40.1629,-8.3327,13.71,78,99,2.2,PT,1730946707
518,tumut,-35.3,148.2167,26.7,28,100,4.84,AU,1730946708
519,cloquet,46.7216,-92.4594,6.38,80,100,0.0,US,1730946709
520,dalbandin,28.8947,64.4101,23.28,19,0,2.98,PK,1730946710
521,inirida,3.8653,-67.9239,25.27,86,84,0.94,CO,1730946711
522,wabag,-5.4781,143.7021,18.01,91,100,1.02,PG,1730946712
523,san pedro pochutla,15.7333,-96.4667,25.95,91,85,1.75,MX,1730946713
524,machico,32.7,-16.7667,20.56,81,40,1.54,PT,1730946715
525,kangaba,11.9333,-8.4167,20.53,33,0,1.53,ML,1730946716
526,vasylivka,47.4369,35.2742,6.09,80,94,4.7,UA,1730946717
527,rosario oeste,-14.8361,-56.4275,23.21,94,71,0.99,BR,1730946718
528,santiago de cao,-7.9589,-79.2392,17.07,94,75,3.6,PE,1730946719
529,elkins,38.9259,-79.8467,19.15,87,100,0.0,US,1730946720
530,usakos,-22.0,15.6,20.55,24,21,1.48,NA,1730946721
531,gadzhiyevo,69.2551,33.3362,1.61,99,100,5.19,RU,1730946722
532,st. paul,44.9444,-93.0933,6.14,91,0,2.06,US,1730946692
533,nanzhang chengguanzhen,31.7839,111.8275,19.08,44,100,2.39,CN,1730946725
534,conde,-7.2597,-34.9075,25.7,78,40,4.12,BR,1730946726
535,pontian kechil,1.4866,103.3896,25.81,90,100,6.25,MY,1730946727
536,maintirano,-18.0667,44.0167,25.96,72,66,1.48,MG,1730946728
537,kerikeri,-35.2268,173.9474,19.67,60,56,2.73,NZ,1730946729
538,greymouth,-42.4667,171.2,14.59,94,100,1.54,NZ,1730946730
539,saint-francois,46.4154,3.9054,11.69,95,100,0.0,FR,1730946731
540,nova sintra,14.8667,-24.7167,26.5,77,83,9.24,CV,1730946733
541,mo i rana,66.3128,14.1428,7.4,94,75,0.0,NO,1730946735
542,puerto aysen,-45.4,-72.7,3.82,99,94,0.9,CL,1730946736
543,corigliano calabro,39.595,16.5177,11.93,84,0,0.88,IT,1730946737
544,san matias,-16.3667,-58.4,23.32,94,100,2.09,BO,1730946738
545,swift current,50.2834,-107.8014,1.45,80,0,7.72,CA,1730946740
546,kiiminki,65.1314,25.7974,2.09,100,98,1.7,FI,1730946741
547,wanning,18.8003,110.3967,25.31,77,38,6.13,CN,1730946742
548,bovril,-31.3431,-59.4451,24.95,85,99,4.35,AR,1730946743
549,palmas,-10.2128,-48.3603,25.93,83,40,2.06,BR,1730946674
550,srikakulam,18.3,83.9,26.79,72,5,2.72,IN,1730946745
551,upata,8.0086,-62.3989,23.48,81,68,1.39,VE,1730946746
552,luderitz,-26.6481,15.1594,13.01,83,21,1.93,NA,1730946747
553,flying fish cove,-10.4217,105.6791,27.82,83,75,4.12,CX,1730946749
554,francistown,-21.17,27.5079,17.39,88,54,7.28,BW,1730946750
555,buffalo,42.8865,-78.8784,15.51,91,100,3.6,US,1730946751
556,ariquemes,-9.9133,-63.0408,23.02,93,97,0.56,BR,1730946752
557,yatou,37.15,122.3833,14.12,44,0,2.31,CN,1730946753
558,arica,-18.475,-70.3042,19.13,68,100,3.6,CL,1730946754
559,puerto leguizamo,-0.1934,-74.7819,22.99,95,77,0.47,CO,1730946755
560,luanda,-8.8368,13.2343,25.0,83,75,2.57,AO,1730946757
561,port moresby,-9.4431,147.1797,31.68,62,75,7.72,PG,1730946758
562,collingwood,44.4834,-80.2164,10.57,95,100,5.07,CA,1730946759
563,atar,20.5169,-13.0499,25.99,16,2,2.96,MR,1730946760
564,silsbee,30.3491,-94.178,23.8,93,14,1.48,US,1730946761
565,sandnessjoen,66.0217,12.6316,8.98,98,100,7.36,NO,1730946762
566,comodoro rivadavia,-45.8667,-67.5,10.92,30,0,1.03,AR,1730946763
567,magadan,59.5667,150.8,-11.47,64,98,3.31,RU,1730946764
568,puerto armuelles,8.2833,-82.8667,23.94,92,68,1.79,PA,1730946766
569,bamusso,4.4591,8.9027,25.27,88,99,0.66,CM,1730946767
570,jabor,5.921,169.6434,28.87,74,99,5.24,MH,1730946768
571,tromso,69.6496,18.957,7.01,87,75,8.75,NO,1730946769
572,centerport,40.8854,-73.3762,21.44,80,100,2.57,US,1730946771
573,mosjoen,65.836,13.1908,7.29,93,100,1.03,NO,1730946772
574,kilifi,-3.6305,39.8499,24.87,89,70,1.45,KE,1730946775
575,pierre,44.3683,-100.351,4.51,75,100,6.17,US,1730946776
576,coro,11.4045,-69.6734,26.66,85,86,3.36,VE,1730946777
577,padre las casas,18.7317,-70.9392,19.89,85,23,2.7,DO,1730946778
578,myeik,12.4333,98.6,26.99,79,97,4.03,MM,1730946779
579,banda,25.4833,80.3333,25.26,54,0,1.57,IN,1730946780
580,tamanrasset,22.785,5.5228,14.95,36,0,2.06,DZ,1730946781
581,douentza,14.9951,-2.9517,23.3,17,0,1.97,ML,1730946783
582,curvelo,-18.7564,-44.4308,20.13,90,32,2.32,BR,1730946784
583,jiuquan,39.7432,98.5174,12.02,20,0,3.42,CN,1730946785
584,talara,-4.5772,-81.2719,19.42,88,40,5.66,PE,1730946786
585,achikulak,44.5517,44.8378,8.21,64,100,8.31,RU,1730946787
586,castillos,-34.1667,-53.8333,14.65,96,98,1.97,UY,1730946788
587,podgorenskiy,50.405,39.6429,5.27,97,100,6.09,RU,1730946789
